id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_b_07716,"I haven't played it itself yet, but the entrance is Ichijo Shin and the worldview is very Delemath-like.",0,0,0,0,0
eng_train_track_b_07717,Is there too much difference between normal and hard?,1,0,0,1,1
eng_train_track_b_07718,"Hmmm, looks harder than before the blooming.",1,1,0,1,0
eng_train_track_b_07719,"I think the reason why people are leaving LINE is because they can't find their real friends on LINE because the official version is too annoying, and they can't find their real friends because of the groups. \I wish LINE would have a separate tab for the official version.",1,1,0,0,1
eng_train_track_b_07720,It's all kind of a pain in the ass.,0,0,0,0,0
eng_train_track_b_07721,"I don't want to go too deep into the nerd stuff, because it's so gruesome, but I guess that's just human nature. I think it's the fans who pay for things. I don't think it's right to be so arrogant when you don't pay for something. I don't know if they can't afford it because they are students. It was the same for adults when I was a child. Nowadays, you can make money at any age if you want to.",1,0,0,0,0
eng_train_track_b_07722,"So please let Itokawa-kun pay his tribute. All events are cancelled, and I heard that NY doesn't allow gatherings of more than 50 people, even weddings... I wonder what will happen to \n and Umimyu. It would be too sad to cancel it, and I would prefer to postpone it, but I can't do it that lightly. In the meantime, please mail order the goods sales anyway.",0,0,0,1,0
eng_train_track_b_07723,"That's a tough one, isn't it? \I don't know if it's contractual to say one way or the other that the postponement and cancellation is better for the actors. If the actors can eat their pockets with the postponement and cancellation, it's okay, but it may not be the case. It's not just a matter of the virus that makes people lose their livelihood, it's also a matter of the company.",0,1,0,2,0
eng_train_track_b_07724,Another young life...,0,1,0,3,0
eng_train_track_b_07725,Is it my imagination that the number of people on the train is increasing day by day?,0,1,0,0,1
eng_train_track_b_07726,"I know there are a lot of glitches with the Ansta 2, but can you do the money part right? I've been debited twice for the first time, and I'm also digging for the first time for the second time. I'm not sure how much time I have left. I have to watch YouTube. Too little time.",0,0,0,1,0
eng_train_track_b_07727,I want to drink Guinness and eat fish and chips.,0,0,0,0,0
eng_train_track_b_07728,interesting initiative,0,0,1,0,0
eng_train_track_b_07729,"She's too cute, she'll peel off.",0,0,1,0,1
eng_train_track_b_07730,"Is it elaborate? \Aira is cute, isn't she? \You're good at frying?",0,0,1,0,1
eng_train_track_b_07731,"With all the kabuki and other performances being canceled, I can't help but be thankful to Paraiso for putting on the show. If we can gargle and wash our hands on a regular basis, we can wear masks.",0,1,1,0,0
eng_train_track_b_07732,Hmm? I'm not a subscriber...,0,1,0,1,0
eng_train_track_b_07733,Could it be that Asokumo is the day after tomorrow? And a national holiday? And the first day of the movie? Busy?,0,0,0,0,1
eng_train_track_b_07734,"I mean, I didn't book Light.",0,0,0,1,1
eng_train_track_b_07735,Dr. Kubo's principle...,0,0,1,0,2
eng_train_track_b_07736,"Isn't RTA too popular these days? I'm not saying this to anyone because it's a personal choice. But the mysterious developer's point of view is that even if every corner is difficult, they want you to do a bit of sub story too. Well, if it's the second week or something, it's a completely different story.",1,0,0,0,1
eng_train_track_b_07737,Luke is a 3D guess and the visual guess settled on Riddle. The reddish sielle and the heart tentacles are too cute.,0,0,1,0,1
eng_train_track_b_07738,Maybe Moss today.,0,0,1,0,0
eng_train_track_b_07739,"I got the shipping notice, so I'm hoping it will arrive tomorrow.",0,0,1,0,0
eng_train_track_b_07740,"Riddle too hard? \I mean, this line is so familiar to me, but since when do I like this kind of character?",0,0,1,0,1
eng_train_track_b_07741,There's an alligator guy on Sukkiri.,0,0,0,0,1
eng_train_track_b_07742,"As I received the Asmokoto in time, I'm going to Asmokoto and a movie today, so I guess I'll be in the Asmokoto training camp for the three-day weekend.",0,0,1,0,0
eng_train_track_b_07743,"What, was it a galaxy cluster?",0,0,0,0,2
eng_train_track_b_07744,"I've been in a heart pond since the first one and the terrain is good, but apples? Not bad, but if it's a heart pond, I'd rather have peaches or cherries, right? But it's hard to reset, right?",0,0,0,1,0
eng_train_track_b_07745,The selection process never ends.,0,0,0,0,0
eng_train_track_b_07746,"I've been working on it for about an hour, but I didn't put the date back on the unit and I'm worried about it, so I'm going to have to redo the selection.",0,0,0,2,0
eng_train_track_b_07747,"Oranges, cherries, and heart ponds. I'm not sure if this is it. The inhabitants are better than before.",0,0,1,0,0
eng_train_track_b_07748,Tokyo Dome or something like that.,0,0,1,0,2
eng_train_track_b_07749,"I know it's hard, but I have to go out, right? \Donkey and Hands?",0,0,0,0,0
eng_train_track_b_07750,More people but less,0,0,1,0,1
eng_train_track_b_07751,"Do I still need to write the word ""heart""?",0,0,0,0,0
eng_train_track_b_07752,"What's wrong with you, Tobio...",0,0,0,0,1
eng_train_track_b_07753,I've only got 2000 miles to go to another island now. At least you want orange and none.,0,0,0,0,0
eng_train_track_b_07754,"Every time I see this cat and the tanuki, there's an empty space between them, but I guess they don't get along lol.",0,0,0,0,1
eng_train_track_b_07755,I wonder if the dance at Sky's audition is going to be pulled for a while.,0,0,0,0,1
eng_train_track_b_07756,Sales of goods are clear?,0,0,3,0,0
eng_train_track_b_07757,I'm crying.,0,0,2,1,1
eng_train_track_b_07758,"Reflections on looking like a Jubantai, the Shimabara Rebellion, who and what is the war for, the idol theory, Paraiso, Urashima's fishing, the sun that cannot be caught, Kyara-chan getting used to each other, Tsurumaru in the quicksand, Toyomae is Toyomae, Matsu, oh, Matsu, Urashima in the energetic mark.",0,0,0,0,1
eng_train_track_b_07759,Was the little guy a coolant?,0,0,0,0,2
eng_train_track_b_07760,Where should I buy the DVD?,0,0,0,0,0
eng_train_track_b_07761,"I saw the first Sword MU, and I felt that the idol costumes and choreography had evolved tremendously. The previous version was more idol-oriented, but this time I felt more like a mu.",0,0,2,0,1
eng_train_track_b_07762,"Itokawa-kun, you just finished a while ago, but you're on SNS too fast!",0,0,2,0,1
eng_train_track_b_07763,"I thought the pine tree had a very familiar face shape, but it's Hidetomo Tenshoin.",0,0,2,0,1
eng_train_track_b_07764,"No, I'm happy for you.",0,0,3,0,0
eng_train_track_b_07765,It was a game in which it was impossible to go deep.,0,1,0,1,0
eng_train_track_b_07766,Wow... good to see...,0,0,3,1,1
eng_train_track_b_07767,"Hipu, I didn't see any card info and realized that's usually the case. I think Ansta is too detailed. The system is a different story.",0,0,0,1,1
eng_train_track_b_07768,Has the latent layer become more visible than many people who need to inquire about everything in black and white? The reverse is also true.,1,0,0,0,0
eng_train_track_b_07769,"Hoarding... no, I get it...",1,0,0,0,0
eng_train_track_b_07770,It is very Japanese that rice is gone from supermarkets and cereals are still there.,0,0,0,0,2
eng_train_track_b_07771,More and more games are being played.,0,0,1,0,0
eng_train_track_b_07772,"I thought it was sky blue or gold, in honor of the name.",0,0,0,0,1
eng_train_track_b_07773,Duraldon and Diodorus want.,0,0,0,0,0
eng_train_track_b_07774,Twisty will be in.,0,0,0,0,1
eng_train_track_b_07775,Slip in and out (the car departed 10 seconds later).,0,0,2,0,0
eng_train_track_b_07776,4 is very important.,0,0,0,0,0
eng_train_track_b_07777,It's going to be a tough volume if I don't read One Piece soon... \nRental Comic might be good but my eyes are getting tired.,0,1,0,1,0
eng_train_track_b_07778,Was this the right time for Shizue-san?,0,0,0,0,2
eng_train_track_b_07779,too cold,0,1,0,1,1
eng_train_track_b_07780,Too many pieces missing.,1,0,0,2,1
eng_train_track_b_07781,"Why are all the smart games on Tuesdays first thing in the afternoon? No, I know, but I wish they would at least move the time.",1,0,0,1,1
eng_train_track_b_07782,HIGAAA!!!,0,0,2,1,1
eng_train_track_b_07783,"It's another ticket war, isn't it? \I wonder if I'll still be at my current job then(? -?　)",0,0,0,1,0
eng_train_track_b_07784,I've been digesting games since I got home and it's been over 5 hours. Will it last until 4/8? I don't know.,0,1,1,1,2
eng_train_track_b_07785,turnip price crash,0,0,0,1,1
eng_train_track_b_07786,Is there an island with a turnip value of 100 bells or more?,0,0,0,0,0
eng_train_track_b_07787,I missed dinner because I slept for 5 hours when I meant to sleep for 2 hours.,0,0,0,2,1
eng_train_track_b_07788,"I'd like to get some info on the previous seating if it's going to be \n}, but seating is not allowed on social media these days, is it?",0,0,0,1,0
eng_train_track_b_07789,"I want to perch on pizza, octopus balls, and other foods that are bad for my skin.",0,0,0,0,0
eng_train_track_b_07790,"I'll be home for a week starting tomorrow, but my job is almost impossible when I'm home. I'll have to study like an adult.",0,1,1,1,0
eng_train_track_b_07791,"Hmmm, it looks like Sendai won't make it for the Sword Mutiny either. Hip is getting into the redline...",0,2,0,2,1
eng_train_track_b_07792,Mataro...,0,0,0,1,0
eng_train_track_b_07793,"I don't know what episode 3 is, but it's so embarrassing.",0,0,1,0,1
eng_train_track_b_07794,"Anyone selling seeds of flowers other than anemones, hyacinths, and tulips or willing to share plants?",0,0,0,0,0
eng_train_track_b_07795,I want to eat ramen.,0,0,0,0,0
eng_train_track_b_07796,"We are still sold out of toilet paper, tissues, and sanitary products. I wonder how long two more rolls will last.",1,2,0,1,0
eng_train_track_b_07797,"What Hase-san is saying almost immediately, Kemio was saying today.",0,0,0,0,1
eng_train_track_b_07798,I was ordered to work.,1,1,0,1,0
eng_train_track_b_07799,"I was extremely tired after coming to work for the first time in a while. \No, I was just tired from a week in the station on my way home. \I was so tired that I didn't go outside for a week and my HP has decreased by about 100.",1,1,0,1,1
eng_train_track_b_07800,Is Nisekoi about a winning son?,0,0,0,0,1
eng_train_track_b_07801,"I thought the Sakura recipe was only available until after Easter, so I've only collected about half of it. \I'm going to work today, so there's nothing I can do now?",0,0,0,1,1
eng_train_track_b_07802,Sari! Not the bamboo bench! I want Sakura's recipe!,0,1,0,1,0
eng_train_track_b_07803,"Easter is such a wreck, though, isn't it?",0,1,0,1,0
eng_train_track_b_07804,Three more Sakura recipes...,0,0,0,0,0
eng_train_track_b_07805,"I'll leave Friendgate open for a little while. If I put it away, I'll be on a remote island or creating. I'll also help you with the recipe for \n Sakura, so let me know when you're ready.",0,0,0,0,0
eng_train_track_b_07806,Pure black can be seen again and again.,0,0,2,0,0
eng_train_track_b_07807,"Last year's Conan was the number one hit in the history of Conan movies, so I guess Mr. Akai has to go double digits this time...",0,1,1,0,0
eng_train_track_b_07808,Nooooooooooooooooooooooooooooooooooooooooooooooooooooo ！！！！！ \I'm soooooooooooooooooooooooooooo important!,2,0,0,2,1
eng_train_track_b_07809,"Wait, Mehiko is too funny!",0,0,2,0,1
eng_train_track_b_07810,Everyone is ff.,0,0,0,0,2
eng_train_track_b_07811,Azul you probably won't make it.,0,0,0,2,0
eng_train_track_b_07812,Cub sale al at 137 bells.,0,0,1,1,0
eng_train_track_b_07813,I want to fight together in a fishing competition.,0,0,0,0,0
eng_train_track_b_07814,Yeah? Are you still in the comps...?,0,0,0,1,0
eng_train_track_b_07815,"Fishing tournament, we didn't reach 300, but we did get the furniture.",0,0,2,0,0
eng_train_track_b_07816,"Ugh, beautiful and strong!",0,0,2,0,1
eng_train_track_b_07817,The salt mermaid is too cute.,0,0,1,0,0
eng_train_track_b_07818,"Long time no see, Mr. Earthquake.",0,1,0,0,1
eng_train_track_b_07819,Land clearing is not finished.,0,0,0,0,1
eng_train_track_b_07820,"I was building a residential area, but I made a mistake and had to throw away 100,000,000 squares, which is just a waste of money and I'm too bad I can't plan.",0,0,0,2,1
eng_train_track_b_07821,"I'm not always into glasses characters and don't think anything of them (except Shin-chan), but this is Ero Megane-san. Isn't this dormitory too dangerous? It's just too dangerous. It's a dormitory for producing dream girls.",0,1,1,1,0
eng_train_track_b_07822," Twiste is somewhat like Ansta. It is not an Otome game by any means, and the concept of gender is not so strong, but what it should have in common is a swamp for the characters. The main character is a wall. Some say Twiste is better, but it's about the same. Considering the role.",1,0,1,0,0
eng_train_track_b_07823,"Hmmm, I'd like a bromide lol.",0,0,1,0,1
eng_train_track_b_07824,Yaba! Yay!,0,0,2,0,3
eng_train_track_b_07825,I'm closing the gate.,0,0,0,1,0
eng_train_track_b_07826,Please come back when you've opened it.,0,0,1,0,0
eng_train_track_b_07827,"If you want to come to the island, just let me know...I'm in the middle of a project right now, so it'll be in my spare time...",0,0,0,0,0
eng_train_track_b_07828,10 million bells profit from turnips.,0,0,2,0,0
eng_train_track_b_07829,Too bad it doesn't support 5G?,0,0,0,1,1
eng_train_track_b_07830,"I'm on the train at this time of year, too, but what is it with people who go out of their way to sit next to you in the many seats available ？？？？？？？？？？？",2,1,0,0,1
eng_train_track_b_07831,"Multiple tags of entertainment fads were stuck on Itokawa-kun, showing the personality of the guesser.",0,0,3,0,0
eng_train_track_b_07832,"I see reviews about the reluctance to mess with tsuisute, but I'd like to ask what kind of happy mess you've been messing with.",2,0,0,0,1
eng_train_track_b_07833,"100,000 to replace the TV first. Oh, can we replace the microwave too?",0,0,2,0,0
eng_train_track_b_07834,Is it a computer rather than a microwave? \I'd rather have a MacBook than a microwave,0,0,1,0,0
eng_train_track_b_07835,The matron was bub...,0,0,1,1,1
eng_train_track_b_07836,Not enough cables.,0,0,0,2,1
eng_train_track_b_07837,I knew I had to sacrifice the TV.,0,0,0,2,0
eng_train_track_b_07838,Too much fe to finish.,0,1,0,1,1
eng_train_track_b_07839,"It's so delicious. I live in Niigata, but when I go back to my parents' house in Iwate, I bring back a souvenir.",0,0,1,0,0
eng_train_track_b_07840,"I can only go crazy when I see any end of the wind, flowers, snow and moon. I mean, it's hell to collect the end of this.",0,1,1,1,1
eng_train_track_b_07841,I knew Bill Gates was amazing.,0,0,0,0,2
eng_train_track_b_07842,"I was too sleepy, so I ate dinner and decided to sleep for half an hour, but I slept for 3 hours. The stamina of the game...",0,1,0,1,1
eng_train_track_b_07843,"What the hell, Kudou?",0,0,2,0,3
eng_train_track_b_07844,Why do you all have to be in the same place at the same time... I can't stay awake from the 24th....,0,1,1,1,1
eng_train_track_b_07845,Interviews at 8 p.m. or some other sensitive time?,0,0,0,1,0
eng_train_track_b_07846,"Ripton's Earl Grey Tea Latte tastes horribly bad, has it deteriorated since last year? Or has the Earl Grey I drink on a daily basis made my taste buds taste better?",0,1,0,1,2
eng_train_track_b_07847,"I'm going crazy. I sent him an SMS and he said he was still in the middle of it and would write in the log, but I failed to tell him that my computer was having a serious problem in the first place.",0,1,0,2,0
eng_train_track_b_07848,"Oh, God! Idiot! Give it a rest!",1,0,1,1,1
eng_train_track_b_07849,"Live feed is just $800 for 7 days, $1,600 for 1 year.",0,0,0,0,1
eng_train_track_b_07850,be too much for one,0,0,0,3,0
eng_train_track_b_07851,Japanese earthquake scale (level 1: weak to level 7: devastation),0,0,0,3,0
eng_train_track_b_07852,"Kashu-kun, as usual, was a ryukyu, but he was a Mecha-kun.",0,0,2,0,0
eng_train_track_b_07853,Thank you sword mu.,0,0,3,0,0
eng_train_track_b_07854,Marre-sama only came out once.,1,0,0,2,0
eng_train_track_b_07855,Dad almost took first place.,0,1,1,0,1
eng_train_track_b_07856,But I wonder where those who write articles that seem to be manipulating impressions have left their conscience.,3,0,0,1,0
eng_train_track_b_07857,"What, the first day of GW, ma?",0,0,0,0,3
eng_train_track_b_07858,"If I don't want to go out, I'll have to make snacks and the alcohol will be wine, which is a pain. But I don't want to go out.",0,0,0,0,0
eng_train_track_b_07859,I couldn't make it in time.,0,0,0,1,0
eng_train_track_b_07860,Larger earthquakes and,0,1,0,0,3
eng_train_track_b_07861,"I wondered why I suddenly thought that it is natural in the animal world that society only devalues the weak, and that humans can never leave the confines of the animal kingdom (philosophy).",0,0,0,1,1
eng_train_track_b_07862,I'll open the gate since Fuco is there. I don't see any stars...,0,0,0,1,0
eng_train_track_b_07863,Sometimes the stars just flow.,0,0,1,0,1
eng_train_track_b_07864,"I'm going to watch a late night show, so I'll be closing in about 20 minutes.",0,0,0,0,0
eng_train_track_b_07865,I saw both Amnesia and Heta safely.,0,0,3,0,0
eng_train_track_b_07866,"I've removed the TV mode, so I'll leave it open a little longer. Jessica is making hyacinth lamps right now, so you can get the recipe.",0,0,0,0,0
eng_train_track_b_07867,It just flowed right out of my mouth.,0,0,1,0,1
eng_train_track_b_07868,I wonder if it's at a pace of once every 30 minutes.,0,0,0,0,1
eng_train_track_b_07869,"The games I'm working on are constantly rolling out new ebbs and flows, and I want to throw them all away, but my greedy heart won't allow it.",0,0,1,0,1
eng_train_track_b_07870,"I don't know how the Twiste Bean Event class rewards work...\nThe first box of beans is guaranteed, but sometimes beans plus 3 boxes come...I've done it 3 times when I get 2 boxes including missing and everyone has Stars. But there were times when it didn't happen. I don't understand.",0,0,0,0,1
eng_train_track_b_07871,"Bear, you're so cute...",0,0,2,0,0
eng_train_track_b_07872,Se-night? Isn't that too cute?,0,0,3,0,0
eng_train_track_b_07873,,0,0,1,0,2
eng_train_track_b_07874,I wonder if you bought it within the time frame and it's 7 days from the start of the viewing.,0,1,0,0,0
eng_train_track_b_07875,It's on. \It's the same as the sword museum.,0,0,0,1,1
eng_train_track_b_07876,I can't...I'm taking a break...,0,0,0,2,0
eng_train_track_b_07877,"Dae-chan the bear, where are you...",0,0,0,1,0
eng_train_track_b_07878,"I mean, is the bear series rich in variations?",0,0,0,0,1
eng_train_track_b_07879,I slept amazingly well.,0,0,0,0,2
eng_train_track_b_07880,"The reason I don't want to watch TV news these days is because social networking sites are the source or the topic of social networking? I don't want to watch TV news these days because there are too many stories based on social networking sites or topics on social networking sites. I want TV to talk about real topics and the truth, which is difficult to do on social networking sites.",1,0,0,0,0
eng_train_track_b_07881,"I'm feeling good today. If it doesn't stop, I can go home in another hour or so?",0,0,2,0,0
eng_train_track_b_07882,"I'm watching something called ""Kami hajimemashita,"" but all I can do is laugh hysterically, and the characters are just so annoying, it's Akira Ishida after all.",0,0,2,0,1
eng_train_track_b_07883,"I'm crying at a sword mutilation, but I'm a GABA with a gabby lachrymal gland these days.",0,0,2,0,1
eng_train_track_b_07884,"I should stop living in bed at 3:00, but videos and games won't let me do that.",0,0,1,1,0
eng_train_track_b_07885,"I could go for 10,000 yen on a weekday at the studio.",0,0,1,0,2
eng_train_track_b_07886,"I don't need that much data, one or two pieces are enough.",0,0,0,1,0
eng_train_track_b_07887,"I wanted to shoot at the Central Public Hall! (It cost 100,000 yen)",0,0,0,1,0
eng_train_track_b_07888,"Today, for the first time, I was asked if I would like to keep the lid separate if I wanted to take a picture of it. So I asked him if that was the way it was supposed to be.",0,0,0,0,1
eng_train_track_b_07889,"That thing at Starbucks where you top yourself was removed, and the jet towels in the bathrooms were banned and replaced with paper.",0,1,0,1,2
eng_train_track_b_07890,"The person I just RT'd, it's really beautiful and amazing! I thought, but even the before is already nipped in. I wonder what her bone structure is.",0,0,0,0,2
eng_train_track_b_07891,I really recommend taking pictures from various directions!,0,0,1,0,0
eng_train_track_b_07892,By far the worst thing about My Protein was the red apple flavor. I can really confidently say to stop with that one!,1,1,0,2,3
eng_train_track_b_07893,The light bulb I popped in at Yodobashi yesterday arrived and I replaced it. Thank goodness for the convenience of this world.,0,0,3,0,2
eng_train_track_b_07894,"Mountain climber, sometimes I couldn't do it continuously and took a break, and it counted, even though I wasn't supposed to be moving myself.",0,0,0,1,3
eng_train_track_b_07895,"I'm glad I got the ring fit before February. I didn't think this would ever happen, so...",0,0,3,0,2
eng_train_track_b_07896,And today is Toy Story 2!,0,0,3,0,0
eng_train_track_b_07897,"Oh, I have to make lunch now... I'm sick of cooking all the time.",1,1,0,1,0
eng_train_track_b_07898,I booked a consultation for a solo wedding!,0,0,2,0,0
eng_train_track_b_07899,"In HON-chan, it said to bring dress undergarments, and if you don't have them, you can rent them (5,000 yen). I thought that was the kind of thing they would say at any store, and since I couldn't find any, I bought a cheap, unused one on Rakuma.",0,0,1,0,0
eng_train_track_b_07900,"I wonder if the corset thing, if it were said, could be done by ex-Suzuki's.",0,0,0,0,0
eng_train_track_b_07901,"I want to enjoy it because it said free dress fitting, even if it's just a consultation. w",0,0,2,0,0
eng_train_track_b_07902,I'll watch Toy Story 2!,0,0,3,0,0
eng_train_track_b_07903,I think I saw 3 but not 2. It was interesting. Sleepy.,0,0,3,0,1
eng_train_track_b_07904,I was dumped!,0,0,1,2,3
eng_train_track_b_07905,This is going to be rough...,0,1,1,1,1
eng_train_track_b_07906,I've spent a month with my heart pounding too...,0,0,1,1,1
eng_train_track_b_07907,I knew I couldn't parachute at all.,0,1,0,2,1
eng_train_track_b_07908,Swimming is back on track this week.,0,1,1,0,0
eng_train_track_b_07909,Is it my husband who drinks Strong saying it doesn't taste that good?,0,1,0,0,1
eng_train_track_b_07910,I mistook the bathroom door for the hallway door again and came to the living room!,1,1,0,1,3
eng_train_track_b_07911,"Good news: The salary for the one-shot (after the contract took effect, cancelled by Corona for the other party's convenience) for the teppu was paid in full!",0,0,3,0,3
eng_train_track_b_07912,"February's worth was when they were only starting to say a few things here and there, so I'll be getting paid for the others... The really scary part is that starting next month...",0,1,1,2,0
eng_train_track_b_07913,I had faint hopes that I could go because it was in April...,0,0,0,3,0
eng_train_track_b_07914,Let me buy goods! Let me make an offering!,0,0,0,2,0
eng_train_track_b_07915,"It says the merchandise will be mail-ordered at a later date, so I'll offer...",0,0,1,2,0
eng_train_track_b_07916,"Refund in April, refund in April. (Notebook and reminders complete)",0,0,0,1,0
eng_train_track_b_07917,"Osaka University has canceled the Icho Festival, even though it's in May.",0,1,0,1,2
eng_train_track_b_07918,May the new school year begin normally in April.,0,1,0,1,0
eng_train_track_b_07919,I went to sleep with my husband.,0,0,1,0,2
eng_train_track_b_07920,My daughter had not been swimming for a long time.,0,0,2,0,0
eng_train_track_b_07921,Hyogo-Osaka traffic restraint.... What about Amagasaki?,0,2,0,1,3
eng_train_track_b_07922,Aug!,0,0,0,1,2
eng_train_track_b_07923,My daughter bought the new dinosaur novel and my son said he's going to read it after he finishes watching the movie. I wonder what he's going to do with it.,0,1,0,2,2
eng_train_track_b_07924,"Is Nara, Kyoto or Wakayama good from Osaka?",0,1,0,0,1
eng_train_track_b_07925,"I cooked black soybeans for New Year's because they were out of stock for 100 yen. My grandma used to make black beans a lot, but this is the first time I've done it myself.",0,0,1,0,0
eng_train_track_b_07926,Tiger who came to Ocha-no-Han!,0,0,2,0,2
eng_train_track_b_07927,This year I'm eating #4 all by myself!,0,0,1,0,0
eng_train_track_b_07928,"I'm trying to decide which birthday cake to get for myself, looking at cake shop websites, and I've narrowed it down to three choices.",0,0,3,0,0
eng_train_track_b_07929,"Is it full of fruit, or is it something like a glazed drip cake, or is it catty?",0,0,1,0,0
eng_train_track_b_07930,I don't think this is the time to get into trouble. A barrier in Amagasaki?,1,1,0,1,3
eng_train_track_b_07931,"If I get 50,000, I'll eat meat and have my dress shoot on location instead of in a studio; if I get 100,000, I'll go on a trip somewhere; if I get 12,000, it'll be gone before I know it.",0,0,1,0,1
eng_train_track_b_07932,"I knew I'd pay 12,000 yen to change a set of cracker bedding mattresses. My son has stopped wetting the bed every now and then since about six months ago, so I think he should be fine now.",0,0,1,0,0
eng_train_track_b_07933,"When I get about a million dollars, I want to remodel the bathroom (the walls are tile and mold grows easily on the joints) and replace part of the floor (the part where the chair often rolls around is peeling).",0,0,0,0,0
eng_train_track_b_07934,"Oh, if we had 100,000, it would be a refrigerator too. The appliance we bought when we were newlyweds is a whole decade old.",0,0,0,0,0
eng_train_track_b_07935,"The appliances we bought when we were newlyweds and replaced were a washing machine at about 6 years and a steam oven range at about 2-3 years. I now have two oven ranges, a single function oven and a single function range. They are cheap and durable because they don't have any extra features.",0,0,0,0,0
eng_train_track_b_07936,My body is still in a state of shock today. The floor pull deadlift is really painful.,0,0,2,0,1
eng_train_track_b_07937,"I think the best weight is where you can eat happily and be active without getting sick, since everyone's bone structure and constitution is different. Extreme obesity seems to put a lot of strain on the heart and knees. Director Macho also said that a lean macho man will catch a cold easily.",0,0,0,0,1
eng_train_track_b_07938,I saw a crocodile.,0,0,0,1,1
eng_train_track_b_07939,I can't stop my nose from bleeding in my sleep (me).,0,2,0,2,1
eng_train_track_b_07940,It stopped. It was long.,0,1,2,0,1
eng_train_track_b_07941,Today I was slumbering and cooped up in the house (mainly on the futon) because I had a nosebleed when I woke up from sleep and twice when I got up.,0,0,0,1,0
eng_train_track_b_07942,"After going to the bathroom, my husband didn't go back to his room and fell asleep on the futon we are sleeping on and I have no place to sleep. (The three of us sleep on two sheets.)",1,1,0,2,1
eng_train_track_b_07943,"If I wake them up and encourage them to move, they might get tangled up, so I want them to return naturally to their rooms at the next bathroom.",1,2,0,1,0
eng_train_track_b_07944,"The space is too, but my husband snores too loud...",0,1,0,1,0
eng_train_track_b_07945,"Although there was an accident during the event that woke up my son due to noisy snoring, it was good to go back to my room peacefully.",0,0,2,1,0
eng_train_track_b_07946,My husband says it's like Moses.,0,0,0,0,1
eng_train_track_b_07947,I tried on a wedding dress! (It's been 10 years) I heard that there are quite a lot of people who do solo weddings.,0,0,3,0,1
eng_train_track_b_07948,Just trying on the clothes is fun. I did the chest kapkapo.,0,0,2,1,1
eng_train_track_b_07949,"The location shoot was way over budget, so we decided to go straight to the studio this time.",0,0,1,1,0
eng_train_track_b_07950,"Also, I heard that you can take a picture with a couple of friends (each person has to pay a fee), so if you like the result, someone should take a picture with me sometime!",0,0,2,0,1
eng_train_track_b_07951,There were few people at Umeda even at lunchtime.,0,0,0,0,2
eng_train_track_b_07952,On the train ride home I had a 551 and the guy across from me had a McDonald's. The McDonald's fries smelled stronger and I was hungry.,0,0,0,0,1
eng_train_track_b_07953,"I have a feeling that I don't get many yatsuhashi, even though I have had opportunities to eat fresh yatsuhashi.",0,0,0,0,1
eng_train_track_b_07954,I'll take a look at Moana.,0,0,2,0,0
eng_train_track_b_07955,It was interesting!,0,0,3,0,0
eng_train_track_b_07956,I spent the day forgetting my phone and nothing happened. w,0,0,1,1,2
eng_train_track_b_07957,"I went to the university hospital for my daughter's first follow-up in about six months, moved on, ate a happy set, and got a solo wedgie shot!",0,0,3,0,1
eng_train_track_b_07958,"I was at McDonald's when a JK started speaking ""Wani kun ga"" and I thought, ""It's McDonald's JK! I thought, ""W!",0,0,1,0,3
eng_train_track_b_07959,"The dress was taken very beautifully and as expected, it was more than the original budget.",0,0,3,0,1
eng_train_track_b_07960,Eraser.,0,0,0,0,0
eng_train_track_b_07961,"I think I got a picture that looks like it, as much as my posture has improved over the past 10 years! Good luck with improving your hunchback!",0,0,3,0,2
eng_train_track_b_07962,I went to the closing ceremony. I'm glad we all woke up.,0,0,2,0,1
eng_train_track_b_07963,I went to work part time on a weekday today after a long time while I was getting paid.,0,0,1,1,0
eng_train_track_b_07964,"I got paid right after I came to work, and at the time I said, 'I'm thinking of going it alone for a while...' So I thought, 'Oh, I'm going to be on part-time leave again,' but when I left, they said, 'Well, I'm retiring for a while..., thank you for three years. I was told, ""I'm resigning temporarily... Thank you very much for the past three years. I thought, ""Oh, I'm going to have another part time vacation....",2,1,0,3,2
eng_train_track_b_07965,"It's an individual place, and the social situation is the situation, well, I understand.",2,1,0,2,2
eng_train_track_b_07966,"He asked me if I could call on him if I had a busy day until I found another job. I said yes, but I think that's a bit too good or too good to be true. (Well, I guess I would go to work if that happened.)",2,1,0,2,2
eng_train_track_b_07967,"I don't know about you, but I'm slowly becoming frustrated, so for now I'm going to do what I can at home until the new semester starts, and when I find another job, I'm going to tell my neighbor's wife that this happened to me, yo yo yo. That's what you get for hiring someone with a 3 minute walk from your location!",3,1,0,2,2
eng_train_track_b_07968,"Next time I'm looking, I'd like to be a receptionist at a fitness gym. I wonder if there is one.",0,0,0,0,0
eng_train_track_b_07969,I took a nap for about two hours.,2,1,0,2,0
eng_train_track_b_07970,I bought the cherry brandy because it was out of sight for 89 yen.,0,0,2,0,0
eng_train_track_b_07971,I would like to see you decide on a combo of uniform benefits + sales tax cut. It is hard to see where the money is going.,1,2,0,2,0
eng_train_track_b_07972,"Arashi, you're going on hiatus at the end of the year... right?",0,1,1,0,2
eng_train_track_b_07973,Olympic...,0,1,0,1,2
eng_train_track_b_07974,"It's good that the amount is increasing, but there's no need to narrow the target. Austerity thinking is not good forever in this situation.",1,1,1,1,0
